age,workclass,fnlwgt,education,martial-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,label
30s,State-gov,11.0,HS-grad,Never-married,Other-service,Unmarried,Black,Female,0.0,0.0,40.0,United-States,less-than-50K
40s,Private,18.0,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,45.0,Mexico,less-than-50K
20s,Private,10.0,Bachelors,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,Mexico,less-than-50K
40s,Federal-gov,12.0,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,United-States,less-than-50K
40s,Private,9.0,Bachelors,Never-married,Tech-support,Not-in-family,White,Male,0.0,0.0,40.0,United-States,less-than-50K
60s,Private,2.0,10th,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,35.0,United-States,less-than-50K
30s,Private,7.0,Prof-school,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45.0,United-States,more-than-50K
teens(10-20),Private,5.0,11th,Never-married,Sales,Own-child,White,Male,0.0,0.0,18.0,United-States,less-than-50K
40s,Private,11.0,HS-grad,Divorced,Machine-op-inspct,Other-relative,Other,Female,0.0,0.0,38.0,Ecuador,less-than-50K
40s,Private,8.0,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,less-than-50K
30s,Private,3.0,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45.0,United-States,less-than-50K
30s,Private,1.0,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,0.0,0.0,40.0,United-States,less-than-50K
30s,Self-emp-not-inc,11.0,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,51.0,United-States,less-than-50K
20s,Private,9.0,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,40.0,Cuba,less-than-50K
teens(10-20),Private,8.0,Some-college,Never-married,Sales,Own-child,White,Male,0.0,0.0,30.0,United-States,less-than-50K
50s,State-gov,11.0,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,60.0,United-States,less-than-50K
40s,Private,9.0,Some-college,Divorced,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,United-States,less-than-50K
70s,Private,6.0,HS-grad,Widowed,Sales,Other-relative,White,Female,0.0,0.0,16.0,United-States,less-than-50K
30s,Private,11.0,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,36.0,Mexico,less-than-50K
30s,Local-gov,16.0,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,less-than-50K
20s,Private,7.0,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,less-than-50K
20s,Self-emp-inc,9.0,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,more-than-50K
50s,Private,9.0,5th-6th,Divorced,Farming-fishing,Unmarried,White,Male,0.0,0.0,40.0,United-States,less-than-50K
40s,Private,18.0,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,United-States,more-than-50K
20s,Private,11.0,Some-college,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,35.0,United-States,less-than-50K
30s,Private,6.0,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,45.0,United-States,less-than-50K
50s,Private,4.0,10th,Divorced,Adm-clerical,Unmarried,Black,Female,0.0,0.0,36.0,United-States,less-than-50K
20s,Private,7.0,HS-grad,Divorced,Sales,Unmarried,White,Female,0.0,0.0,40.0,United-States,less-than-50K
30s,Federal-gov,9.0,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,less-than-50K
20s,Local-gov,10.0,Bachelors,Never-married,Prof-specialty,Own-child,Black,Female,0.0,0.0,42.0,United-States,less-than-50K
50s,Private,7.0,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0.0,18.0,40.0,United-States,more-than-50K
20s,Private,10.0,Bachelors,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,40.0,United-States,less-than-50K
40s,Private,4.0,Some-college,Divorced,Sales,Not-in-family,Asian-Pac-Islander,Female,0.0,0.0,32.0,United-States,less-than-50K
20s,Private,9.0,Some-college,Never-married,Sales,Own-child,White,Male,0.0,0.0,35.0,United-States,less-than-50K
20s,State-gov,19.0,Some-college,Separated,Exec-managerial,Own-child,White,Male,0.0,23.0,40.0,United-States,less-than-50K
50s,Self-emp-inc,18.0,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
20s,State-gov,2.0,Some-college,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,20.0,United-States,less-than-50K
50s,Private,9.0,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
20s,Private,6.0,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0.0,0.0,40.0,United-States,less-than-50K
50s,Private,7.0,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,60.0,United-States,less-than-50K
20s,Self-emp-not-inc,3.0,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,less-than-50K
30s,Private,12.0,HS-grad,Separated,Sales,Unmarried,Black,Female,0.0,0.0,17.0,United-States,less-than-50K
60s,Local-gov,12.0,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,20.0,0.0,40.0,United-States,more-than-50K
30s,Self-emp-inc,6.0,HS-grad,Widowed,Sales,Unmarried,White,Female,0.0,0.0,40.0,United-States,less-than-50K
teens(10-20),Private,1.0,Some-college,Never-married,Other-service,Own-child,White,Female,0.0,0.0,18.0,United-States,less-than-50K
20s,Private,17.0,HS-grad,Separated,Adm-clerical,Unmarried,Black,Female,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,10.0,HS-grad,Never-married,Handlers-cleaners,Unmarried,Black,Female,0.0,0.0,30.0,United-States,less-than-50K
50s,Private,11.0,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,45.0,United-States,less-than-50K
30s,Private,2.0,Some-college,Never-married,Tech-support,Not-in-family,Black,Male,0.0,0.0,38.0,United-States,less-than-50K
teens(10-20),Private,1.0,11th,Never-married,Exec-managerial,Own-child,White,Female,0.0,0.0,25.0,United-States,less-than-50K
50s,Private,7.0,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,more-than-50K
40s,Self-emp-not-inc,9.0,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
50s,Private,11.0,Some-college,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,40.0,United-States,less-than-50K
40s,Private,17.0,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,15.0,0.0,50.0,United-States,more-than-50K
60s,Private,11.0,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,46.0,United-States,more-than-50K
20s,Self-emp-not-inc,9.0,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,12.0,HS-grad,Divorced,Sales,Not-in-family,White,Male,0.0,16.0,45.0,United-States,less-than-50K
30s,Private,6.0,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,United-States,less-than-50K
20s,Private,3.0,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
40s,Private,5.0,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,15.0,0.0,65.0,United-States,more-than-50K
20s,Private,10.0,11th,Married-spouse-absent,Handlers-cleaners,Own-child,White,Male,0.0,17.0,40.0,Dominican-Republic,less-than-50K
20s,Private,1.0,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,45.0,United-States,less-than-50K
40s,Private,7.0,HS-grad,Never-married,Adm-clerical,Other-relative,White,Female,0.0,0.0,40.0,United-States,less-than-50K
teens(10-20),Private,14.0,12th,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,20.0,United-States,less-than-50K
20s,Private,2.0,Bachelors,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,16.0,United-States,less-than-50K
30s,Private,9.0,Some-college,Divorced,Machine-op-inspct,Own-child,White,Female,0.0,0.0,30.0,United-States,less-than-50K
50s,Self-emp-not-inc,1.0,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,48.0,United-States,less-than-50K
30s,Private,9.0,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,38.0,El-Salvador,less-than-50K
30s,Private,9.0,10th,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,35.0,England,less-than-50K
50s,Self-emp-inc,6.0,Bachelors,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0.0,0.0,50.0,South-Africa,less-than-50K
40s,State-gov,4.0,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,3.0,0.0,40.0,United-States,less-than-50K
50s,Private,9.0,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,less-than-50K
50s,Private,6.0,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50.0,United-States,less-than-50K
50s,Self-emp-not-inc,6.0,Some-college,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,35.0,United-States,less-than-50K
50s,Private,2.0,HS-grad,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,9.0,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,2.0,0.0,38.0,United-States,less-than-50K
40s,Private,5.0,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,more-than-50K
40s,Private,6.0,HS-grad,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,40.0,United-States,less-than-50K
20s,Private,6.0,Some-college,Never-married,Exec-managerial,Own-child,White,Male,0.0,0.0,50.0,United-States,less-than-50K
40s,State-gov,4.0,HS-grad,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,less-than-50K
20s,State-gov,6.0,Assoc-acdm,Never-married,Adm-clerical,Unmarried,Black,Female,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,5.0,Bachelors,Never-married,Sales,Own-child,White,Male,0.0,0.0,18.0,United-States,less-than-50K
30s,Private,16.0,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,2.0,0.0,40.0,United-States,less-than-50K
40s,Private,18.0,HS-grad,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,15.0,United-States,less-than-50K
20s,Private,6.0,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,less-than-50K
20s,Private,13.0,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,less-than-50K
30s,Private,8.0,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,8.0,0.0,40.0,United-States,more-than-50K
20s,Self-emp-not-inc,12.0,HS-grad,Separated,Craft-repair,Own-child,White,Male,0.0,0.0,35.0,United-States,less-than-50K
30s,Federal-gov,2.0,Prof-school,Never-married,Prof-specialty,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,less-than-50K
40s,State-gov,11.0,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,7.0,0.0,40.0,United-States,more-than-50K
40s,Private,8.0,Some-college,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0.0,0.0,48.0,United-States,more-than-50K
60s,Self-emp-inc,12.0,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,5.0,0.0,26.0,United-States,more-than-50K
40s,Private,7.0,10th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
70s,unknown,6.0,HS-grad,Widowed,unknown,Not-in-family,White,Female,0.0,0.0,20.0,United-States,less-than-50K
30s,Federal-gov,9.0,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,18.0,55.0,United-States,more-than-50K
40s,unknown,7.0,HS-grad,Married-spouse-absent,unknown,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,40.0,Philippines,less-than-50K
40s,Local-gov,19.0,Some-college,Widowed,Adm-clerical,Unmarried,White,Female,0.0,0.0,15.0,United-States,less-than-50K
40s,Private,5.0,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,less-than-50K
30s,Private,10.0,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,19.0,45.0,Philippines,more-than-50K
30s,Private,11.0,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,more-than-50K
60s,Self-emp-not-inc,14.0,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,19.0,45.0,United-States,more-than-50K
30s,Private,14.0,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,50.0,United-States,more-than-50K
20s,Private,14.0,Bachelors,Never-married,Transport-moving,Own-child,White,Male,0.0,0.0,20.0,United-States,less-than-50K
20s,Private,7.0,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,30.0,United-States,less-than-50K
teens(10-20),unknown,5.0,11th,Never-married,unknown,Own-child,White,Male,0.0,0.0,18.0,United-States,less-than-50K
40s,Local-gov,7.0,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,35.0,United-States,less-than-50K
50s,Private,8.0,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,48.0,United-States,more-than-50K
20s,Private,11.0,Some-college,Never-married,Sales,Own-child,White,Female,0.0,0.0,30.0,United-States,less-than-50K
60s,Local-gov,2.0,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,48.0,United-States,less-than-50K
20s,Private,11.0,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,43.0,United-States,less-than-50K
20s,Private,2.0,Some-college,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,25.0,United-States,less-than-50K
30s,Private,11.0,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,33.0,Mexico,less-than-50K
60s,Private,7.0,Bachelors,Widowed,Prof-specialty,Not-in-family,White,Female,0.0,0.0,30.0,United-States,less-than-50K
50s,Private,9.0,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,more-than-50K
40s,Self-emp-not-inc,5.0,Assoc-voc,Widowed,Prof-specialty,Unmarried,White,Female,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,15.0,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50.0,United-States,less-than-50K
40s,Private,8.0,HS-grad,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0.0,0.0,40.0,Vietnam,less-than-50K
50s,Self-emp-not-inc,1.0,10th,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,35.0,United-States,less-than-50K
30s,Local-gov,7.0,HS-grad,Widowed,Other-service,Unmarried,White,Female,0.0,0.0,40.0,United-States,less-than-50K
30s,Federal-gov,8.0,12th,Married-civ-spouse,Armed-Forces,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
20s,Private,7.0,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,70.0,United-States,less-than-50K
40s,unknown,7.0,Assoc-voc,Widowed,unknown,Not-in-family,White,Female,0.0,23.0,36.0,United-States,less-than-50K
80s,Self-emp-not-inc,6.0,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,20.0,United-States,less-than-50K
30s,Private,9.0,Assoc-acdm,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,32.0,United-States,less-than-50K
40s,Private,18.0,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,40.0,United-States,more-than-50K
50s,Local-gov,14.0,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
50s,Private,9.0,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,44.0,United-States,less-than-50K
30s,Private,1.0,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,more-than-50K
30s,Private,7.0,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,more-than-50K
40s,Local-gov,18.0,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,Mexico,more-than-50K
20s,Private,10.0,Some-college,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0.0,0.0,40.0,United-States,less-than-50K
30s,Self-emp-not-inc,5.0,HS-grad,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,50.0,United-States,less-than-50K
50s,Self-emp-not-inc,12.0,Masters,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,70.0,United-States,less-than-50K
20s,Private,4.0,HS-grad,Never-married,Tech-support,Own-child,White,Male,0.0,0.0,40.0,United-States,less-than-50K
40s,Self-emp-not-inc,9.0,9th,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,9.0,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,United-States,more-than-50K
50s,Private,19.0,5th-6th,Widowed,Other-service,Unmarried,White,Female,0.0,0.0,40.0,Mexico,less-than-50K
50s,Private,2.0,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,7.0,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,55.0,United-States,more-than-50K
40s,Private,8.0,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,more-than-50K
20s,Private,18.0,HS-grad,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,50.0,United-States,less-than-50K
20s,unknown,13.0,Some-college,Never-married,unknown,Own-child,White,Male,0.0,0.0,16.0,United-States,less-than-50K
20s,Private,10.0,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,less-than-50K
30s,Self-emp-inc,24.0,7th-8th,Never-married,Craft-repair,Unmarried,Black,Male,0.0,0.0,40.0,United-States,less-than-50K
20s,Private,8.0,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,15.0,United-States,less-than-50K
50s,Local-gov,6.0,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,less-than-50K
70s,Private,3.0,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,17.0,United-States,less-than-50K
40s,Private,7.0,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60.0,United-States,more-than-50K
teens(10-20),Self-emp-inc,9.0,10th,Never-married,Sales,Own-child,White,Male,0.0,0.0,12.0,United-States,less-than-50K
30s,Private,6.0,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,50.0,United-States,more-than-50K
30s,Private,7.0,Some-college,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,0.0,0.0,40.0,unknown,less-than-50K
40s,Private,1.0,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,3.0,0.0,40.0,United-States,more-than-50K
20s,Private,7.0,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,0.0,0.0,40.0,United-States,less-than-50K
30s,Federal-gov,1.0,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,19.0,50.0,United-States,more-than-50K
40s,Private,7.0,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Female,0.0,0.0,48.0,United-States,less-than-50K
30s,Private,2.0,HS-grad,Never-married,Sales,Not-in-family,White,Female,0.0,16.0,30.0,United-States,less-than-50K
teens(10-20),Private,9.0,9th,Never-married,Other-service,Unmarried,White,Male,0.0,0.0,20.0,United-States,less-than-50K
30s,Private,13.0,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,less-than-50K
70s,Private,11.0,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,30.0,United-States,less-than-50K
30s,Federal-gov,21.0,Some-college,Married-AF-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,United-States,more-than-50K
60s,Private,12.0,HS-grad,Never-married,Craft-repair,Other-relative,Asian-Pac-Islander,Male,0.0,0.0,40.0,Cambodia,less-than-50K
30s,Private,8.0,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,18.0,50.0,United-States,more-than-50K
30s,Private,8.0,HS-grad,Never-married,Machine-op-inspct,Unmarried,White,Male,0.0,0.0,40.0,United-States,less-than-50K
20s,Private,12.0,Some-college,Never-married,Adm-clerical,Other-relative,White,Male,0.0,0.0,40.0,Mexico,less-than-50K
20s,Private,11.0,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,United-States,less-than-50K
40s,Private,17.0,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,99.0,0.0,48.0,United-States,more-than-50K
30s,Private,9.0,Some-college,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,United-States,less-than-50K
20s,Self-emp-not-inc,9.0,Bachelors,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,50.0,United-States,less-than-50K
30s,Private,17.0,Masters,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,50.0,Italy,more-than-50K
30s,Private,5.0,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,28.0,United-States,less-than-50K
40s,Private,10.0,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,35.0,United-States,more-than-50K
20s,Private,4.0,Some-college,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,0.0,0.0,40.0,United-States,less-than-50K
50s,Local-gov,8.0,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,44.0,United-States,more-than-50K
40s,Private,5.0,HS-grad,Married-civ-spouse,Other-service,Wife,Black,Female,0.0,0.0,30.0,United-States,less-than-50K
20s,Private,10.0,Some-college,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,United-States,less-than-50K
20s,Private,5.0,HS-grad,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,38.0,United-States,less-than-50K
20s,Federal-gov,15.0,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,more-than-50K
30s,Local-gov,11.0,Assoc-voc,Never-married,Other-service,Unmarried,Black,Female,0.0,0.0,32.0,United-States,less-than-50K
40s,Private,15.0,Assoc-acdm,Divorced,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,United-States,less-than-50K
20s,unknown,2.0,Some-college,Never-married,unknown,Own-child,White,Male,0.0,0.0,20.0,United-States,less-than-50K
60s,Private,7.0,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,less-than-50K
20s,Local-gov,12.0,Some-college,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0.0,0.0,40.0,Vietnam,less-than-50K
70s,Self-emp-not-inc,23.0,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,30.0,United-States,less-than-50K
40s,Federal-gov,3.0,Some-college,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0.0,0.0,20.0,United-States,less-than-50K
30s,Local-gov,4.0,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,7.0,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
40s,Private,9.0,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,more-than-50K
50s,Private,8.0,Some-college,Widowed,Exec-managerial,Not-in-family,White,Male,4.0,0.0,60.0,United-States,less-than-50K
20s,Self-emp-not-inc,7.0,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
40s,Private,9.0,HS-grad,Divorced,Priv-house-serv,Not-in-family,White,Female,0.0,0.0,40.0,Guatemala,less-than-50K
20s,Private,12.0,Bachelors,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,37.0,United-States,less-than-50K
30s,State-gov,6.0,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,more-than-50K
30s,Private,7.0,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,38.0,United-States,less-than-50K
30s,Private,9.0,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,more-than-50K
50s,Self-emp-not-inc,9.0,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,20.0,United-States,less-than-50K
20s,Private,12.0,Bachelors,Never-married,Adm-clerical,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,less-than-50K
50s,Private,4.0,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,50.0,Canada,more-than-50K
40s,Federal-gov,7.0,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,48.0,United-States,more-than-50K
40s,Private,17.0,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,16.0,20.0,United-States,less-than-50K
40s,Private,8.0,11th,Married-civ-spouse,Other-service,Husband,Black,Male,0.0,0.0,60.0,United-States,less-than-50K
20s,State-gov,7.0,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,55.0,United-States,less-than-50K
40s,Private,12.0,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50.0,United-States,less-than-50K
40s,Private,3.0,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,14.0,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,less-than-50K
60s,Self-emp-not-inc,1.0,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,30.0,United-States,less-than-50K
20s,Private,5.0,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,25.0,United-States,less-than-50K
40s,Local-gov,9.0,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,more-than-50K
30s,Private,12.0,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,50.0,United-States,less-than-50K
30s,Federal-gov,5.0,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,more-than-50K
30s,Private,16.0,9th,Separated,Other-service,Unmarried,Other,Female,0.0,0.0,40.0,Mexico,less-than-50K
30s,Self-emp-not-inc,2.0,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,65.0,United-States,less-than-50K
50s,Self-emp-not-inc,5.0,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,99.0,0.0,35.0,United-States,more-than-50K
